Chunks,HasProperNames,Author
"er here, and last night climbed
in--a common dog, but sword in hand.--Where is the loft window? It was
somewhere here?’

“The room was darkening to his sight; the world was narrowing around
him. I glanced about me, and saw that the hay and straw were trampled
over the floor, as if there had been a struggle.

“‘She heard me, and ran in. I told her not to come near us till he was
dead. He came in and first tossed me some pieces of money; then struck
at me with a whip. But I, though a common dog, s",F,Charles Dickens
"d only answer in a
whisper, “Me, sir?” For of course I knew it must have been the
gentleman in the quantity of wrappings, though he was still looking
out of his window.

“Yes, you,” he said, turning round.

“I didn’t know I was crying, sir,” I faltered.

“But you are!” said the gentleman. “Look here!” He came quite
opposite to me from the other corner of the coach, brushed one of his
large furry cuffs across my eyes (but without hurting me), and showed
me that it was wet.

“There! Now you know y",F,Charles Dickens
"band, the forester? Always the same with you people. He
cannot pay something?”

“He has paid all, Monseigneur. He is dead.”

“Well! He is quiet. Can I restore him to you?”

“Alas, no, Monseigneur! But he lies yonder, under a little heap of poor
grass.”

“Well?”

“Monseigneur, there are so many little heaps of poor grass?”

“Again, well?”

She looked an old woman, but was young. Her manner was one of passionate
grief; by turns she clasped her veinous and knotted hands together
with wild energy, a",T,Charles Dickens
"those chairs and tables will have to pay
for them.”

“Exactly!” returned Mr. Skimpole. “That’s the crowning point of
unreason in the business! I said to my landlord, ‘My good man, you
are not aware that my excellent friend Jarndyce will have to pay for
those things that you are sweeping off in that indelicate manner.
Have you no consideration for HIS property?’ He hadn’t the least.”

“And refused all proposals,” said my guardian.

“Refused all proposals,” returned Mr. Skimpole. “I made him busin",T,Charles Dickens
"n must have horses,
Pip! Horses to ride, and horses to drive, and horses for his servant to
ride and drive as well. Shall colonists have their horses (and blood
’uns, if you please, good Lord!) and not my London gentleman? No, no.
We’ll show ’em another pair of shoes than that, Pip; won’t us?”

He took out of his pocket a great thick pocket-book, bursting with
papers, and tossed it on the table.

“There’s something worth spending in that there book, dear boy. It’s
yourn. All I’ve got ain’t mine;",T,Charles Dickens
" received these confidences, and as he watched the face of
his friend now sixty-two years of age, a misgiving arose within him that
such dread experiences would revive the old danger.

But, he had never seen his friend in his present aspect: he had never
at all known him in his present character. For the first time the Doctor
felt, now, that his suffering was strength and power. For the first time
he felt that in that sharp fire, he had slowly forged the iron which
could break the prison door of",T,Charles Dickens
"t’s not important. No. Yet I know
the face.”

“I think not. I am sure not. It can’t be,” said the spy.

“It-can’t-be,” muttered Sydney Carton, retrospectively, and idling his
glass (which fortunately was a small one) again. “Can’t-be. Spoke good
French. Yet like a foreigner, I thought?”

“Provincial,” said the spy.

“No. Foreign!” cried Carton, striking his open hand on the table, as a
light broke clearly on his mind. “Cly! Disguised, but the same man. We
had that man before us at the Old Bailey",T,Charles Dickens
"akes even
in the neighbours’ minds, not mentioning (if such a thing was
possible) my little woman. Whereas, goodness knows,” says Mr.
Snagsby, shaking his head, “I never had an idea of a foreign female,
except as being formerly connected with a bunch of brooms and a baby,
or at the present time with a tambourine and earrings. I never had, I
do assure you, sir!”

Mr. Tulkinghorn had listened gravely to this complaint and inquires
when the stationer has finished, “And that’s all, is it, Snagsby?”
",T,Charles Dickens
"ghs, which seemed to shake even the motionless little
market-town.

“Are the Dedlocks down here, Lawrence?” said my guardian as we drove
along and Mr. Boythorn trotted on the green turf by the roadside.

“Sir Arrogant Numskull is here,” replied Mr. Boythorn. “Ha ha ha! Sir
Arrogant is here, and I am glad to say, has been laid by the heels
here. My Lady,” in naming whom he always made a courtly gesture as if
particularly to exclude her from any part in the quarrel, “is
expected, I believe, daily.",T,Charles Dickens
"eed off as an ugly old
bird of the crow species.

“Judy, my child,” says Grandfather Smallweed, “give the person his
twopence. It’s a great deal for what he has done.”

The person, who is one of those extraordinary specimens of human
fungus that spring up spontaneously in the western streets of London,
ready dressed in an old red jacket, with a “mission” for holding
horses and calling coaches, received his twopence with anything but
transport, tosses the money into the air, catches it over-hande",T,Charles Dickens
"ok up a light.

        *****

“The other patient lay in a back room across a second staircase, which
was a species of loft over a stable. There was a low plastered ceiling
to a part of it; the rest was open, to the ridge of the tiled roof, and
there were beams across. Hay and straw were stored in that portion of
the place, fagots for firing, and a heap of apples in sand. I had to
pass through that part, to get at the other. My memory is circumstantial
and unshaken. I try it with these details, ",T,Charles Dickens
